scorer,date,goals,cumsum
Dean Sturridge,1997-02-16,3,7
Dean Sturridge,1997-03-16,1,8
Dean Sturridge,1997-03-30,1,9
Dean Sturridge,1997-04-13,1,10
Dean Sturridge,1997-04-27,1,11
Dean Sturridge,1997-09-07,1,12
Dean Sturridge,1997-10-26,1,13
Dean Sturridge,1997-11-02,2,15
Dean Sturridge,1997-11-30,1,16
Dean Sturridge,1998-01-11,2,18
Dean Sturridge,1998-01-25,1,19
Dean Sturridge,1998-04-26,1,20
Dean Sturridge,1998-09-06,1,21
Dean Sturridge,1998-10-25,1,22
Dean Sturridge,1998-12-06,1,23
Dean Sturridge,1998-12-27,1,24
Dean Sturridge,1999-05-02,1,25
Dean Sturridge,1999-08-22,1,26
Dean Sturridge,1999-11-28,1,27
Dean Sturridge,1999-12-26,1,28
Dean Sturridge,2000-02-27,1,29
Dean Sturridge,2000-04-02,1,30
Dean Sturridge,2000-04-09,1,31
Dean Sturridge,2000-08-20,1,32
Dean Sturridge,2001-02-04,1,33
Dean Sturridge,2001-02-18,1,34
Dean Sturridge,2001-04-29,1,35
Dean Sturridge,2001-09-02,1,36
Dean Sturridge,2001-09-09,2,38
Dean Whitehead,2005-10-23,1,1
Dean Whitehead,2005-11-13,1,2
Dean Whitehead,2005-11-27,1,3
Dean Whitehead,2008-04-06,1,4
Dean Whitehead,2010-11-07,1,5
Dean Whitehead,2011-01-02,1,6
Dean Whitehead,2012-11-25,1,7
Dean Windass,1999-10-10,1,1
Dean Windass,1999-10-31,1,2
Dean Windass,1999-11-14,1,3
Dean Windass,2000-01-30,1,4
Dean Windass,2000-02-06,1,5
Dean Windass,2000-02-20,1,6
Dean Windass,2000-04-16,3,9
Dean Windass,2000-04-30,1,10
Dean Windass,2000-08-20,1,11
Dean Windass,2000-11-19,1,12
Dean Windass,2000-12-03,1,13
Dean Windass,2001-03-25,1,14
Dean Windass,2001-04-15,1,15
Dean Windass,2002-02-03,1,16
Dean Windass,2008-11-16,1,17
Deco,2008-08-17,1,1
Deco,2008-08-24,1,2
Deco,2008-11-30,1,3
Deco,2009-08-16,1,4
Deco,2009-10-25,1,5
Dedryck Boyata,2011-10-02,1,1
Dejan Lovren,2013-09-15,1,1
Dejan Lovren,2014-01-12,1,2
Dejan Lovren,2016-09-11,1,3
Dejan Lovren,2016-10-23,1,4
Dejan Lovren,2017-12-17,1,5
Dejan Lovren,2018-05-13,1,6
Dejan Stefanovic,1996-12-22,1,1
Dejan Stefanovic,1997-03-09,1,2
Dejan Stefanovic,1997-12-07,1,3
Dejan Stefanovic,1998-04-05,1,4
Dejan Stefanovic,2003-11-02,1,5
Dejan Stefanovic,2004-01-04,1,6
Dejan Stefanovic,2004-04-11,1,7
Dele Alli,2015-08-16,1,1
Dele Alli,2015-11-01,1,2
Dele Alli,2015-11-29,1,3
Dele Alli,2015-12-13,1,4
Dele Alli,2016-01-03,1,5
Dele Alli,2016-01-17,1,6
Dele Alli,2016-01-31,1,7
Dele Alli,2016-04-10,1,8
Dele Alli,2016-04-17,2,10
Dele Alli,2016-09-04,1,11
Dele Alli,2016-10-02,1,12
Dele Alli,2016-10-09,1,13
Dele Alli,2016-12-18,1,14
Dele Alli,2016-12-25,2,16
Dele Alli,2017-01-01,4,20
Dele Alli,2017-01-15,1,21
Dele Alli,2017-02-26,1,22
Dele Alli,2017-03-05,1,23
Dele Alli,2017-03-19,1,24
Dele Alli,2017-04-02,2,26
Dele Alli,2017-04-30,1,27
Dele Alli,2017-05-21,1,28
Dele Alli,2017-08-13,1,29
Dele Alli,2017-08-27,1,30
Dele Alli,2017-10-22,1,31
Dele Alli,2017-12-24,1,32
Dele Alli,2017-12-31,1,33
Dele Alli,2018-03-11,1,34
Dele Alli,2018-04-01,2,36
Dele Alli,2018-04-29,1,37
Delroy Facey,2003-01-26,1,1
Demarai Gray,2016-09-18,1,1
Demarai Gray,2017-10-29,1,2
Demarai Gray,2017-11-26,1,3
Demarai Gray,2017-12-03,1,4
Demba Ba,2011-02-06,2,2
Demba Ba,2011-02-27,2,4
Demba Ba,2011-05-01,1,5
Demba Ba,2011-05-15,2,7
Demba Ba,2011-09-18,3,10
Demba Ba,2011-09-25,1,11
Demba Ba,2011-10-16,1,12
Demba Ba,2011-10-30,3,15
Demba Ba,2011-11-20,1,16
Demba Ba,2011-12-04,2,18
Demba Ba,2011-12-18,2,20
Demba Ba,2011-12-25,1,21
Demba Ba,2012-01-01,1,22
Demba Ba,2012-02-05,1,23
Demba Ba,2012-08-12,1,24
Demba Ba,2012-09-16,2,26
Demba Ba,2012-09-23,3,29
Demba Ba,2012-10-28,1,30
Demba Ba,2012-11-11,1,31
Demba Ba,2012-12-02,2,33
Demba Ba,2012-12-09,1,34
Demba Ba,2012-12-23,2,36
Demba Ba,2013-01-13,1,37
Demba Ba,2013-02-24,1,38
Demba Ba,2013-12-01,1,39
Demba Ba,2014-03-02,2,41
Demba Ba,2014-04-13,1,42
Demba Ba,2014-04-27,1,43
Denilson,2008-08-24,1,1
Denilson,2008-09-14,1,2
Denilson,2008-12-21,1,3
Denilson,2009-08-09,1,4
Denilson,2009-12-13,1,5
Denilson,2010-03-14,1,6
Denis Irwin,1992-08-16,1,1
Denis Irwin,1992-12-27,1,2
Denis Irwin,1993-01-03,1,3
Denis Irwin,1993-02-21,1,4
Denis Irwin,1993-04-11,1,5
Denis Irwin,1993-08-22,1,6
Denis Irwin,1994-01-02,1,7
Denis Irwin,1994-11-13,1,8
Denis Irwin,1995-05-07,1,9
Denis Irwin,1995-11-19,1,10
Denis Irwin,1996-08-11,1,11
Denis Irwin,1998-02-15,1,12
Denis Irwin,1998-05-03,1,13
Denis Irwin,1998-09-20,1,14
Denis Irwin,1999-05-02,1,15
Denis Irwin,1999-10-10,1,16
Denis Irwin,1999-11-28,1,17
Denis Irwin,2000-03-26,1,18
Denis Stracqualursi,2012-02-05,1,1
Dennis Bailey,1992-08-16,1,1
Dennis Bergkamp,1995-09-17,2,2
Dennis Bergkamp,1995-10-08,1,3
Dennis Bergkamp,1995-10-29,1,4
Dennis Bergkamp,1995-11-12,1,5
Dennis Bergkamp,1995-11-19,1,6
Dennis Bergkamp,1996-01-28,1,7
Dennis Bergkamp,1996-02-04,1,8
Dennis Bergkamp,1996-02-25,1,9
Dennis Bergkamp,1996-03-10,1,10
Dennis Bergkamp,1996-05-05,1,11
Dennis Bergkamp,1996-08-11,1,12
Dennis Bergkamp,1996-08-18,1,13
Dennis Bergkamp,1996-10-20,1,14
Dennis Bergkamp,1996-11-24,1,15
Dennis Bergkamp,1996-12-29,1,16
Dennis Bergkamp,1997-01-19,1,17
Dennis Bergkamp,1997-02-16,1,18
Dennis Bergkamp,1997-02-23,1,19
Dennis Bergkamp,1997-03-02,2,21
Dennis Bergkamp,1997-03-30,1,22
Dennis Bergkamp,1997-05-11,1,23
Dennis Bergkamp,1997-08-17,2,25
Dennis Bergkamp,1997-08-24,3,28
Dennis Bergkamp,1997-09-21,3,31
Dennis Bergkamp,1997-09-28,2,33
Dennis Bergkamp,1998-01-11,1,34
Dennis Bergkamp,1998-01-25,1,35
Dennis Bergkamp,1998-03-22,1,36
Dennis Bergkamp,1998-04-12,2,38
Dennis Bergkamp,1998-04-19,1,39
Dennis Bergkamp,1998-10-04,2,41
Dennis Bergkamp,1998-12-13,2,43
Dennis Bergkamp,1998-12-20,1,44
Dennis Bergkamp,1999-01-31,2,46
Dennis Bergkamp,1999-03-07,3,49
Dennis Bergkamp,1999-04-04,1,50
Dennis Bergkamp,1999-04-18,1,51
Dennis Bergkamp,1999-08-01,1,52
Dennis Bergkamp,1999-08-08,1,53
Dennis Bergkamp,1999-11-14,2,55
Dennis Bergkamp,2000-02-20,1,56
Dennis Bergkamp,2000-03-12,1,57
Dennis Bergkamp,2000-09-17,1,58
Dennis Bergkamp,2000-10-22,1,59
Dennis Bergkamp,2001-01-28,1,60
Dennis Bergkamp,2001-08-12,2,62
Dennis Bergkamp,2001-09-09,1,63
Dennis Bergkamp,2001-10-14,1,64
Dennis Bergkamp,2002-01-27,2,66
Dennis Bergkamp,2002-02-24,1,67
Dennis Bergkamp,2002-03-24,1,68
Dennis Bergkamp,2002-05-05,1,69
Dennis Bergkamp,2002-11-17,1,70
Dennis Bergkamp,2003-01-26,1,71
Dennis Bergkamp,2003-02-16,1,72
Dennis Bergkamp,2003-05-04,1,73
Dennis Bergkamp,2003-11-16,1,74
Dennis Bergkamp,2003-12-14,1,75
Dennis Bergkamp,2004-02-01,1,76
Dennis Bergkamp,2004-03-14,1,77
Dennis Bergkamp,2004-08-15,1,78
Dennis Bergkamp,2004-08-22,2,80
Dennis Bergkamp,2005-01-23,1,81
Dennis Bergkamp,2005-01-30,1,82
Dennis Bergkamp,2005-02-13,1,83
Dennis Bergkamp,2005-05-08,1,84
Dennis Bergkamp,2005-05-15,1,85
Dennis Bergkamp,2005-12-25,1,86
Dennis Bergkamp,2006-04-09,1,87
Dennis Rommedahl,2004-12-05,1,1
Dennis Rommedahl,2005-01-30,1,2
Dennis Rommedahl,2005-08-28,1,3
Dennis Rommedahl,2005-10-16,1,4
Dennis Wise,1992-08-30,1,1
Dennis Wise,1992-09-27,1,2
Dennis Wise,1993-04-11,1,3
Dennis Wise,1993-08-15,1,4
Dennis Wise,1993-12-26,1,5
Dennis Wise,1994-04-10,1,6
Dennis Wise,1994-04-24,1,7
Dennis Wise,1994-08-21,1,8
Dennis Wise,1994-08-28,1,9
Dennis Wise,1994-10-09,1,10
Dennis Wise,1994-10-23,2,12
Dennis Wise,1995-02-05,1,13
Dennis Wise,1995-08-27,1,14
Dennis Wise,1995-09-10,1,15
Dennis Wise,1995-10-08,1,16
Dennis Wise,1995-11-26,1,17
Dennis Wise,1996-02-18,2,19
Dennis Wise,1996-05-05,1,20
Dennis Wise,1996-09-01,1,21
Dennis Wise,1997-01-12,1,22
Dennis Wise,1997-05-11,1,23
Dennis Wise,1997-08-24,1,24
Dennis Wise,1997-11-23,1,25
Dennis Wise,1998-03-08,1,26
Dennis Wise,1999-08-08,1,27
Dennis Wise,1999-12-26,1,28
Dennis Wise,2000-01-09,1,29
Dennis Wise,2000-03-05,1,30
Dennis Wise,2000-10-29,1,31
Dennis Wise,2001-01-14,1,32
Dennis Wise,2001-05-13,1,33
Dennis Wise,2001-10-14,1,34
Denny Landzaat,2007-01-28,1,1
Denny Landzaat,2007-02-11,1,2
Denny Landzaat,2007-08-12,1,3
Denny Landzaat,2007-12-09,2,5
Deon Burton,1997-09-21,1,1
Deon Burton,1998-04-12,2,3
Deon Burton,1998-10-11,1,4
Deon Burton,1998-10-18,1,5
Deon Burton,1999-01-10,1,6
Deon Burton,1999-02-07,2,8
Deon Burton,1999-02-21,1,9
Deon Burton,1999-03-07,2,11
Deon Burton,1999-03-28,1,12
Deon Burton,1999-08-08,1,13
Deon Burton,1999-10-24,1,14
Deon Burton,2000-01-09,1,15
Deon Burton,2000-02-27,1,16
Deon Burton,2000-08-13,1,17
Deon Burton,2000-12-17,1,18
Deon Burton,2000-12-31,1,19
Deon Burton,2001-02-18,1,20
Deon Burton,2001-03-18,1,21
Deon Burton,2001-09-09,1,22
Derek Lilley,1997-11-23,1,1
Derek McInnes,2003-04-13,2,2
Des Lyttle,1995-09-17,1,1
Des Lyttle,1997-03-16,1,2
Devon White,1993-02-07,1,1
Devon White,1993-02-21,1,2
Devon White,1993-09-26,2,4
Devon White,1993-12-26,1,5
Devon White,1994-01-16,1,6
Devon White,1994-03-06,1,7
Devon White,1994-04-03,1,8
Devon White,1994-04-10,1,9
Dexter Blackstock,2004-11-07,1,1
Diafra Sakho,2014-09-14,2,2
Diafra Sakho,2014-09-21,1,3
Diafra Sakho,2014-10-05,1,4
Diafra Sakho,2014-10-12,1,5
Diafra Sakho,2014-10-19,1,6
Diafra Sakho,2014-12-07,1,7
Diafra Sakho,2014-12-28,1,8
Diafra Sakho,2015-02-22,1,9
Diafra Sakho,2015-03-15,1,10
Diafra Sakho,2015-08-23,1,11
Diafra Sakho,2015-09-13,1,12
Diafra Sakho,2015-09-20,1,13
Diafra Sakho,2016-02-28,1,14
Diafra Sakho,2016-05-08,1,15
Diafra Sakho,2016-11-27,1,16
Diafra Sakho,2017-09-24,1,17
Diafra Sakho,2017-12-10,1,18
Dickson Etuhu,2008-02-03,1,1
Dickson Etuhu,2009-04-12,1,2
Dickson Etuhu,2010-08-22,1,3
Dickson Etuhu,2011-04-03,1,4
Didier Domi,1999-08-15,1,1
Didier Domi,1999-10-10,1,2
Didier Domi,2000-01-30,1,3
Didier Drogba,2004-08-22,1,1
Didier Drogba,2004-09-19,1,2
Didier Drogba,2004-11-28,1,3
Didier Drogba,2004-12-12,1,4
Didier Drogba,2005-01-02,2,6
Didier Drogba,2005-01-16,2,8
Didier Drogba,2005-03-13,1,9
Didier Drogba,2005-04-03,1,10
Didier Drogba,2005-08-21,2,12
Didier Drogba,2005-09-04,1,13
Didier Drogba,2005-10-09,2,15
Didier Drogba,2005-10-23,1,16
Didier Drogba,2006-01-01,1,17
Didier Drogba,2006-02-26,1,18
Didier Drogba,2006-03-19,2,20
Didier Drogba,2006-04-09,1,21
Didier Drogba,2006-04-16,1,22
Didier Drogba,2006-08-20,1,23
Didier Drogba,2006-08-27,1,24
Didier Drogba,2006-09-03,1,25
Didier Drogba,2006-09-17,1,26
Didier Drogba,2006-09-24,1,27
Didier Drogba,2006-11-05,3,30
Didier Drogba,2006-12-10,1,31
Didier Drogba,2006-12-17,1,32
Didier Drogba,2006-12-24,3,35
Didier Drogba,2007-01-07,1,36
Didier Drogba,2007-01-28,1,37
Didier Drogba,2007-02-04,2,39
Didier Drogba,2007-02-25,1,40
Didier Drogba,2007-04-15,1,41
Didier Drogba,2007-05-13,1,42
Didier Drogba,2007-08-12,1,43
Didier Drogba,2007-10-14,1,44
Didier Drogba,2007-10-21,2,46
Didier Drogba,2007-11-11,1,47
Didier Drogba,2008-03-16,1,48
Didier Drogba,2008-03-23,2,50
Didier Drogba,2008-12-21,1,51
Didier Drogba,2009-03-01,1,52
Didier Drogba,2009-04-05,2,54
Didier Drogba,2009-04-26,1,55
Didier Drogba,2009-08-09,2,57
Didier Drogba,2009-08-23,1,58
Didier Drogba,2009-09-06,1,59
Didier Drogba,2009-09-20,2,61
Didier Drogba,2009-10-11,1,62
Didier Drogba,2009-10-18,1,63
Didier Drogba,2009-10-25,1,64
Didier Drogba,2009-11-29,2,66
Didier Drogba,2009-12-06,2,68
Didier Drogba,2009-12-27,1,69
Didier Drogba,2010-01-31,1,70
Didier Drogba,2010-02-07,2,72
Didier Drogba,2010-02-14,2,74
Didier Drogba,2010-03-07,2,76
Didier Drogba,2010-03-21,3,79
Didier Drogba,2010-03-28,1,80
Didier Drogba,2010-05-02,1,81
Didier Drogba,2010-05-09,3,84
Didier Drogba,2010-08-08,3,87
Didier Drogba,2010-08-22,1,88
Didier Drogba,2010-10-03,1,89
Didier Drogba,2010-11-28,1,90
Didier Drogba,2010-12-12,1,91
Didier Drogba,2011-01-02,1,92
Didier Drogba,2011-01-23,1,93
Didier Drogba,2011-03-27,1,94
Didier Drogba,2011-04-10,1,95
Didier Drogba,2011-09-18,1,96
Didier Drogba,2011-11-27,1,97
Didier Drogba,2011-12-25,1,98
Didier Drogba,2012-02-19,1,99
Didier Drogba,2012-03-04,1,100
Didier Drogba,2014-10-26,1,101
Didier Drogba,2014-11-30,2,103
Didier Drogba,2015-04-26,1,104
Didier Ndong,2017-01-29,1,1
Diego Costa,2014-08-17,2,2
Diego Costa,2014-08-24,2,4
Diego Costa,2014-09-07,3,7
Diego Costa,2014-09-21,1,8
Diego Costa,2014-10-05,1,9
Diego Costa,2014-11-02,1,10
Diego Costa,2014-11-16,1,11
Diego Costa,2014-12-07,1,12
Diego Costa,2014-12-21,1,13
Diego Costa,2014-12-28,1,14
Diego Costa,2015-01-04,1,15
Diego Costa,2015-01-11,2,17
Diego Costa,2015-03-15,1,18
Diego Costa,2015-03-22,1,19
Diego Costa,2015-05-24,1,20
Diego Costa,2015-08-23,1,21
Diego Costa,2015-10-11,1,22
Diego Costa,2015-11-15,1,23
Diego Costa,2015-12-20,2,25
Diego Costa,2016-01-03,1,26
Diego Costa,2016-01-10,1,27
Diego Costa,2016-01-24,1,28
Diego Costa,2016-02-07,2,30
Diego Costa,2016-02-28,1,31
Diego Costa,2016-05-01,1,32
Diego Costa,2016-08-14,2,34
Diego Costa,2016-09-11,3,37
Diego Costa,2016-09-25,1,38
Diego Costa,2016-10-09,1,39
Diego Costa,2016-10-30,2,41
Diego Costa,2016-11-20,1,42
Diego Costa,2016-11-27,1,43
Diego Costa,2016-12-11,2,45
Diego Costa,2016-12-25,1,46
Diego Costa,2017-01-22,1,47
Diego Costa,2017-02-19,1,48
Diego Costa,2017-03-05,1,49
Diego Costa,2017-04-23,2,51
Diego Costa,2017-05-07,1,52
Diego Forlan,2002-10-20,1,1
Diego Forlan,2002-10-27,1,2
Diego Forlan,2002-12-01,2,4
Diego Forlan,2002-12-22,1,5
Diego Forlan,2003-01-12,1,6
Diego Forlan,2003-10-19,1,7
Diego Forlan,2003-10-26,1,8
Diego Forlan,2003-11-30,2,10
Diego Gavilan,2000-04-23,1,1
Diego Lugano,2014-01-19,1,1
Diego Tristan,2008-12-28,1,1
Diego Tristan,2009-04-12,1,2
Diego Tristan,2009-04-26,1,3
Dietmar Hamann,1999-02-14,1,1
Dietmar Hamann,1999-02-28,1,2
Dietmar Hamann,1999-03-07,1,3
Dietmar Hamann,1999-05-16,1,4
Dietmar Hamann,2000-01-30,1,5
Dietmar Hamann,2000-09-03,2,7
Dietmar Hamann,2002-03-03,1,8
Dietmar Hamann,2002-09-01,1,9
Dietmar Hamann,2002-11-17,1,10
Dietmar Hamann,2003-12-28,1,11
Dietmar Hamann,2004-03-14,1,12
Dieumerci Mbokani,2015-09-27,1,1
Dieumerci Mbokani,2015-10-18,1,2
Dieumerci Mbokani,2015-12-27,1,3
Dieumerci Mbokani,2016-01-17,1,4
Dieumerci Mbokani,2016-03-27,1,5
Dieumerci Mbokani,2016-05-08,2,7
Dimitar Berbatov,2006-08-20,1,1
Dimitar Berbatov,2006-11-26,1,2
Dimitar Berbatov,2006-12-03,3,5
Dimitar Berbatov,2007-01-14,1,6
Dimitar Berbatov,2007-02-18,1,7
Dimitar Berbatov,2007-03-04,1,8
Dimitar Berbatov,2007-04-15,1,9
Dimitar Berbatov,2007-04-22,1,10
Dimitar Berbatov,2007-05-06,1,11
Dimitar Berbatov,2007-05-13,1,12
Dimitar Berbatov,2007-08-26,1,13
Dimitar Berbatov,2007-09-30,1,14
Dimitar Berbatov,2007-12-09,1,15
Dimitar Berbatov,2007-12-16,1,16
Dimitar Berbatov,2007-12-23,4,20
Dimitar Berbatov,2008-01-27,1,21
Dimitar Berbatov,2008-02-03,1,22
Dimitar Berbatov,2008-03-09,2,24
Dimitar Berbatov,2008-03-16,1,25
Dimitar Berbatov,2008-03-30,1,26
Dimitar Berbatov,2008-04-13,1,27
Dimitar Berbatov,2008-10-12,1,28
Dimitar Berbatov,2008-11-09,1,29
Dimitar Berbatov,2008-12-28,1,30
Dimitar Berbatov,2009-01-11,2,32
Dimitar Berbatov,2009-01-25,1,33
Dimitar Berbatov,2009-02-15,1,34
Dimitar Berbatov,2009-03-01,1,35
Dimitar Berbatov,2009-04-19,1,36
Dimitar Berbatov,2009-08-16,1,37
Dimitar Berbatov,2009-09-20,1,38
Dimitar Berbatov,2009-09-27,1,39
Dimitar Berbatov,2009-10-25,1,40
Dimitar Berbatov,2009-12-27,2,42
Dimitar Berbatov,2010-01-10,1,43
Dimitar Berbatov,2010-01-31,1,44
Dimitar Berbatov,2010-02-14,1,45
Dimitar Berbatov,2010-03-14,1,46
Dimitar Berbatov,2010-03-21,2,48
Dimitar Berbatov,2010-08-15,1,49
Dimitar Berbatov,2010-08-22,1,50
Dimitar Berbatov,2010-09-05,1,51
Dimitar Berbatov,2010-09-19,3,54
Dimitar Berbatov,2010-11-21,5,59
Dimitar Berbatov,2010-12-26,2,61
Dimitar Berbatov,2011-01-16,3,64
Dimitar Berbatov,2011-01-23,2,66
Dimitar Berbatov,2011-03-13,1,67
Dimitar Berbatov,2011-04-03,1,68
Dimitar Berbatov,2011-12-18,1,69
Dimitar Berbatov,2011-12-25,5,74
Dimitar Berbatov,2012-01-29,1,75
Dimitar Berbatov,2012-09-09,2,77
Dimitar Berbatov,2012-10-21,1,78
Dimitar Berbatov,2012-11-04,2,80
Dimitar Berbatov,2012-12-23,1,81
Dimitar Berbatov,2012-12-30,1,82
Dimitar Berbatov,2013-01-27,1,83
Dimitar Berbatov,2013-02-17,1,84
Dimitar Berbatov,2013-02-24,1,85
Dimitar Berbatov,2013-03-17,1,86
Dimitar Berbatov,2013-03-31,2,88
Dimitar Berbatov,2013-05-12,1,89
Dimitar Berbatov,2013-05-19,1,90
Dimitar Berbatov,2013-10-20,1,91
Dimitar Berbatov,2013-12-08,2,93
Dimitar Berbatov,2013-12-29,1,94
Dimitri Payet,2015-08-09,1,1
Dimitri Payet,2015-09-13,2,3
Dimitri Payet,2015-09-27,1,4
Dimitri Payet,2015-10-11,1,5
Dimitri Payet,2016-01-10,1,6
Dimitri Payet,2016-02-07,1,7
Dimitri Payet,2016-02-28,1,8
Dimitri Payet,2016-03-27,1,9
Dimitri Payet,2016-09-25,1,10
Dimitri Payet,2016-12-11,1,11
Diniyar Bilyaletdinov,2009-10-11,1,1
Diniyar Bilyaletdinov,2009-10-25,1,2
Diniyar Bilyaletdinov,2009-12-20,1,3
Diniyar Bilyaletdinov,2010-02-14,1,4
Diniyar Bilyaletdinov,2010-04-04,1,5
Diniyar Bilyaletdinov,2010-05-09,1,6
Diniyar Bilyaletdinov,2011-01-16,1,7
Diniyar Bilyaletdinov,2011-04-03,1,8
Dino Baggio,2003-09-28,1,1
Diomansy Kamara,2004-10-24,1,1
Diomansy Kamara,2005-01-30,1,2
Diomansy Kamara,2005-04-03,1,3
Diomansy Kamara,2005-04-17,1,4
Diomansy Kamara,2005-12-04,1,5
Diomansy Kamara,2007-08-26,1,6
Diomansy Kamara,2007-11-25,1,7
Diomansy Kamara,2008-03-23,1,8
Diomansy Kamara,2008-04-20,2,10
Diomansy Kamara,2009-03-08,1,11
Diomansy Kamara,2009-05-03,2,13
Diomansy Kamara,2009-05-10,1,14
Diomansy Kamara,2009-10-18,1,15
Diomansy Kamara,2010-10-10,1,16
Diomansy Kamara,2010-11-28,1,17
Dion Dublin,1992-08-23,1,1
Dion Dublin,1994-04-03,1,2
Dion Dublin,1994-09-04,1,3
Dion Dublin,1994-09-11,1,4
Dion Dublin,1994-09-18,1,5
Dion Dublin,1994-10-02,1,6
Dion Dublin,1994-10-09,1,7
Dion Dublin,1994-10-23,1,8
Dion Dublin,1994-10-30,1,9
Dion Dublin,1994-11-06,1,10
Dion Dublin,1995-01-22,1,11
Dion Dublin,1995-02-05,1,12
Dion Dublin,1995-03-05,1,13
Dion Dublin,1995-04-09,1,14
Dion Dublin,1995-05-07,1,15
Dion Dublin,1995-08-20,1,16
Dion Dublin,1995-09-03,1,17
Dion Dublin,1995-10-22,1,18
Dion Dublin,1995-10-29,1,19
Dion Dublin,1995-11-19,2,21
Dion Dublin,1995-12-03,4,25
Dion Dublin,1995-12-10,1,26
Dion Dublin,1996-01-14,1,27
Dion Dublin,1996-01-28,1,28
Dion Dublin,1996-03-24,1,29
Dion Dublin,1996-10-13,1,30
Dion Dublin,1996-11-10,1,31
Dion Dublin,1996-11-17,1,32
Dion Dublin,1996-11-24,1,33
Dion Dublin,1996-12-15,2,35
Dion Dublin,1996-12-22,1,36
Dion Dublin,1996-12-29,1,37
Dion Dublin,1997-03-02,1,38
Dion Dublin,1997-04-06,2,40
Dion Dublin,1997-04-20,1,41
Dion Dublin,1997-05-11,1,42
Dion Dublin,1997-08-03,3,45
Dion Dublin,1997-09-21,1,46
Dion Dublin,1997-10-26,1,47
Dion Dublin,1997-11-02,2,49
Dion Dublin,1997-12-28,1,50
Dion Dublin,1998-01-11,1,51
Dion Dublin,1998-01-25,2,53
Dion Dublin,1998-02-01,1,54
Dion Dublin,1998-02-15,1,55
Dion Dublin,1998-02-22,1,56
Dion Dublin,1998-04-12,1,57
Dion Dublin,1998-04-19,1,58
Dion Dublin,1998-04-26,1,59
Dion Dublin,1998-05-10,1,60
Dion Dublin,1998-08-09,1,61
Dion Dublin,1998-10-18,2,63
Dion Dublin,1998-11-01,2,65
Dion Dublin,1998-11-08,3,68
Dion Dublin,1998-11-15,2,70
Dion Dublin,1998-12-13,2,72
Dion Dublin,1999-02-21,1,73
Dion Dublin,1999-04-04,1,74
Dion Dublin,1999-08-08,1,75
Dion Dublin,1999-08-15,2,77
Dion Dublin,1999-08-22,1,78
Dion Dublin,1999-09-12,1,79
Dion Dublin,1999-09-19,1,80
Dion Dublin,1999-10-17,2,82
Dion Dublin,1999-11-21,1,83
Dion Dublin,2000-04-09,2,85
Dion Dublin,2000-04-30,1,86
Dion Dublin,2000-09-03,1,87
Dion Dublin,2000-09-10,1,88
Dion Dublin,2000-11-19,1,89
Dion Dublin,2000-11-26,1,90
Dion Dublin,2000-12-10,1,91
Dion Dublin,2001-03-25,1,92
Dion Dublin,2001-04-01,1,93
Dion Dublin,2001-04-08,1,94
Dion Dublin,2001-09-02,1,95
Dion Dublin,2001-12-02,1,96
Dion Dublin,2002-03-17,1,97
Dion Dublin,2002-05-05,1,98
Dion Dublin,2002-09-22,1,99
Dion Dublin,2002-11-17,1,100
Dion Dublin,2002-12-22,2,102
Dion Dublin,2002-12-29,1,103
Dion Dublin,2003-01-05,1,104
Dion Dublin,2003-01-26,1,105
Dion Dublin,2003-02-02,2,107
Dion Dublin,2003-04-20,1,108
Dion Dublin,2003-10-26,1,109
Dion Dublin,2003-11-23,1,110
Dion Dublin,2004-01-25,1,111
Dirk Kuyt,2006-09-17,2,2
Dirk Kuyt,2006-10-22,1,3
Dirk Kuyt,2006-10-29,2,5
Dirk Kuyt,2006-11-26,1,6
Dirk Kuyt,2006-12-31,1,7
Dirk Kuyt,2007-01-14,1,8
Dirk Kuyt,2007-01-28,1,9
Dirk Kuyt,2007-04-01,1,10
Dirk Kuyt,2007-04-15,2,12
Dirk Kuyt,2007-10-14,2,14
Dirk Kuyt,2007-11-18,1,15
Dirk Kuyt,2008-10-05,1,16
Dirk Kuyt,2008-10-12,2,18
Dirk Kuyt,2008-10-26,1,19
Dirk Kuyt,2008-11-09,1,20
Dirk Kuyt,2009-02-01,1,21
Dirk Kuyt,2009-02-22,1,22
Dirk Kuyt,2009-03-22,1,23
Dirk Kuyt,2009-04-19,2,25
Dirk Kuyt,2009-05-03,1,26
Dirk Kuyt,2009-05-17,1,27
Dirk Kuyt,2009-08-16,1,28
Dirk Kuyt,2009-09-06,1,29
Dirk Kuyt,2009-09-13,1,30
Dirk Kuyt,2009-11-29,1,31
Dirk Kuyt,2009-12-13,1,32
Dirk Kuyt,2010-01-17,2,34
Dirk Kuyt,2010-01-24,1,35
Dirk Kuyt,2010-01-31,1,36
Dirk Kuyt,2010-09-19,1,37
Dirk Kuyt,2010-11-14,1,38
Dirk Kuyt,2010-12-05,1,39
Dirk Kuyt,2011-01-16,1,40
Dirk Kuyt,2011-03-06,3,43
Dirk Kuyt,2011-03-20,1,44
Dirk Kuyt,2011-04-10,1,45
Dirk Kuyt,2011-04-17,2,47
Dirk Kuyt,2011-05-01,1,48
Dirk Kuyt,2011-05-08,1,49
Dirk Kuyt,2012-01-29,1,50
Dirk Kuyt,2012-03-18,1,51
Divock Origi,2015-12-13,1,1
Divock Origi,2016-02-14,1,2
Divock Origi,2016-04-10,2,4
Divock Origi,2016-04-17,1,5
